"filename", "language", "YAML", "scs", "Markdown", "comment", "blank", "total"
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Paths/graph_diameter.concept.yaml", "YAML", 30, 0, 0, 0, 3, 33
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Paths/graph_eccentricity.concept.yaml", "YAML", 55, 0, 0, 0, 5, 60
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Paths/graph_path.concept.yaml", "YAML", 101, 0, 0, 0, 9, 110
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Paths/graph_path_weight.concept.yaml", "YAML", 29, 0, 0, 0, 3, 32
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Paths/graph_paths.domain.yaml", "YAML", 22, 0, 0, 0, 7, 29
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Paths/graph_radius.concept.yaml", "YAML", 28, 0, 0, 0, 3, 31
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Paths/hamiltonian_path.concept.yaml", "YAML", 51, 0, 0, 0, 4, 55
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Paths/longest_path.concept.yaml", "YAML", 24, 0, 0, 0, 3, 27
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Paths/path_length.concept.yaml", "YAML", 50, 0, 0, 0, 4, 54
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/Graph Paths/shortest_path.concept.yaml", "YAML", 38, 0, 0, 0, 4, 42
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/concept_directed_sequence.scs", "scs", 0, 55, 0, 0, 12, 67
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/concept_graph_sequence.scs", "scs", 0, 75, 0, 0, 18, 93
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/concept_length_of_sequence.scs", "scs", 0, 101, 0, 0, 24, 125
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/concept_spanning_sequence.scs", "scs", 0, 57, 0, 0, 16, 73
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/concept_tightened_graph.scs", "scs", 0, 53, 0, 0, 12, 65
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/directed_sequence.concept.yaml", "YAML", 37, 0, 0, 0, 3, 40
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/domain_graph_sequences.scs", "scs", 0, 55, 0, 0, 13, 68
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/graph_sequence.concept.yaml", "YAML", 59, 0, 0, 0, 5, 64
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/graph_sequences.domain.yaml", "YAML", 18, 0, 0, 0, 6, 24
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/length_of_sequence.concept.yaml", "YAML", 67, 0, 0, 0, 6, 73
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/spanning_sequence.concept.yaml", "YAML", 31, 0, 0, 0, 4, 35
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Graph Sequences/tightened_graph.concept.yaml", "YAML", 40, 0, 0, 0, 3, 43
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/Hypergraphs/concept_directed_hypergraph.scs", "scs", 0, 40, 0, 0, 11, 51
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/Hypergraphs/concept_hypergraph.scs", "scs", 0, 55, 0, 0, 13, 68
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/Hypergraphs/concept_hypergraph_edge.scs", "scs", 0, 53, 0, 0, 12, 65
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/Hypergraphs/concept_undirected_hypergraph.scs", "scs", 0, 40, 0, 0, 11, 51
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/Hypergraphs/directed_hypergraph.concept.yaml", "YAML", 26, 0, 0, 0, 3, 29
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/Hypergraphs/domain_hypergraphs.scs", "scs", 0, 41, 0, 0, 12, 53
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/Hypergraphs/hypergraph.concept.yaml", "YAML", 36, 0, 0, 0, 4, 40
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/Hypergraphs/hypergraph_edge.concept.yaml", "YAML", 34, 0, 0, 0, 3, 37
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/Hypergraphs/hypergraphs.domain.yaml", "YAML", 13, 0, 0, 0, 6, 19
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/Hypergraphs/undirected_hypergraph.concept.yaml", "YAML", 27, 0, 0, 0, 3, 30
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/concept_directed_multigraph.scs", "scs", 0, 40, 0, 0, 11, 51
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/concept_multigraph.scs", "scs", 0, 65, 0, 0, 13, 78
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/concept_multiple_arcs.scs", "scs", 0, 42, 0, 0, 11, 53
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/concept_multiple_edges.scs", "scs", 0, 55, 0, 0, 12, 67
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/concept_undirected_multigraph.scs", "scs", 0, 40, 0, 0, 11, 51
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/directed_multigraph.concept.yaml", "YAML", 30, 0, 0, 0, 3, 33
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/domain_multigraphs.scs", "scs", 0, 48, 0, 0, 13, 61
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/multigraph.concept.yaml", "YAML", 46, 0, 0, 0, 4, 50
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/multigraphs.domain.yaml", "YAML", 15, 0, 0, 0, 6, 21
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/multiple_arcs.concept.yaml", "YAML", 29, 0, 0, 0, 3, 32
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/multiple_edges.concept.yaml", "YAML", 40, 0, 0, 0, 3, 43
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Multigraphs/undirected_multigraph.concept.yaml", "YAML", 30, 0, 0, 0, 3, 33
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/chromatic_index.concept.yaml", "YAML", 95, 0, 0, 0, 9, 104
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/chromatic_number.concept.yaml", "YAML", 35, 0, 0, 0, 4, 39
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/chromatic_polynomial.concept.yaml", "YAML", 41, 0, 0, 0, 4, 45
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/color_class.concept.yaml", "YAML", 42, 0, 0, 0, 3, 45
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/coloring_areas.concept.yaml", "YAML", 36, 0, 0, 0, 4, 40
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/concept_chromatic_index.scs", "scs", 0, 137, 0, 0, 34, 171
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/concept_chromatic_number.scs", "scs", 0, 53, 0, 0, 14, 67
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/concept_chromatic_polynomial.scs", "scs", 0, 54, 0, 0, 15, 69
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/concept_color_class.scs", "scs", 0, 72, 0, 0, 15, 87
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/concept_coloring_areas.scs", "scs", 0, 60, 0, 0, 15, 75
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/concept_edge_coloring.scs", "scs", 0, 64, 0, 0, 18, 82
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/concept_graph_coloring.scs", "scs", 0, 64, 0, 0, 17, 81
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/concept_total_coloring.scs", "scs", 0, 64, 0, 0, 15, 79
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/concept_vertex_coloring.scs", "scs", 0, 52, 0, 0, 14, 66
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/domain_graphs_coloring.scs", "scs", 0, 55, 0, 0, 11, 66
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/edge_coloring.concept.yaml", "YAML", 48, 0, 0, 0, 5, 53
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/graph_coloring.concept.yaml", "YAML", 46, 0, 0, 0, 5, 51
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/graphs_coloring.domain.yaml", "YAML", 17, 0, 0, 0, 5, 22
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/total_coloring.concept.yaml", "YAML", 49, 0, 0, 0, 4, 53
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Coloring/vertex_coloring.concept.yaml", "YAML", 39, 0, 0, 0, 4, 43
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Embeddings/concept_eulers_genus.scs", "scs", 0, 49, 0, 0, 12, 61
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Embeddings/concept_genus.scs", "scs", 0, 72, 0, 0, 19, 91
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Embeddings/concept_graph_embedding.scs", "scs", 0, 103, 0, 0, 26, 129
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Embeddings/concept_maximum_genus.scs", "scs", 0, 21, 0, 0, 7, 28
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Embeddings/domain_graphs_embeddings.scs", "scs", 0, 32, 0, 0, 9, 41
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Embeddings/eulers_genus.concept.yaml", "YAML", 31, 0, 0, 0, 3, 34
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Embeddings/genus.concept.yaml", "YAML", 58, 0, 0, 0, 5, 63
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Embeddings/graph_embedding.concept.yaml", "YAML", 84, 0, 0, 0, 7, 91
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Embeddings/graphs_embeddings.domain.yaml", "YAML", 9, 0, 0, 0, 3, 12
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/Graph Embeddings/maximum_genus.concept.yaml", "YAML", 9, 0, 0, 0, 2, 11
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/concept_external_graph.scs", "scs", 0, 21, 0, 0, 7, 28
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/concept_external_planar_graph.scs", "scs", 0, 71, 0, 0, 17, 88
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/concept_graph_diamond.scs", "scs", 0, 108, 0, 0, 27, 135
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/concept_graph_halina.scs", "scs", 0, 92, 0, 0, 19, 111
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/concept_medial_graph.scs", "scs", 0, 99, 0, 0, 24, 123
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/concept_one_planar_graph.scs", "scs", 0, 79, 0, 0, 20, 99
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/concept_planar_graph.scs", "scs", 0, 92, 0, 0, 22, 114
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/concept_triangle_graph.scs", "scs", 0, 107, 0, 0, 25, 132
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/concept_unplanar_graph.scs", "scs", 0, 119, 0, 0, 28, 147
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/domain_planar_graphs.scs", "scs", 0, 77, 0, 0, 13, 90
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/external_graph.concept.yaml", "YAML", 9, 0, 0, 0, 2, 11
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/external_planar_graph.concept.yaml", "YAML", 48, 0, 0, 0, 4, 52
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/graph_diamond.concept.yaml", "YAML", 68, 0, 0, 0, 7, 75
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/graph_halina.concept.yaml", "YAML", 73, 0, 0, 0, 5, 78
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/medial_graph.concept.yaml", "YAML", 71, 0, 0, 0, 6, 77
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/one_planar_graph.concept.yaml", "YAML", 51, 0, 0, 0, 5, 56
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/planar_graph.concept.yaml", "YAML", 65, 0, 0, 0, 6, 71
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/planar_graphs.domain.yaml", "YAML", 25, 0, 0, 0, 6, 31
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/triangle_graph.concept.yaml", "YAML", 71, 0, 0, 0, 6, 77
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Planar Graphs/unplanar_graph.concept.yaml", "YAML", 87, 0, 0, 0, 7, 94
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Subgraphs/bicoloured_subgraph.concept.yaml", "YAML", 47, 0, 0, 0, 4, 51
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Subgraphs/complete_subgraph.concept.yaml", "YAML", 29, 0, 0, 0, 3, 32
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Subgraphs/concept_bicoloured_subgraph.scs", "scs", 0, 71, 0, 0, 16, 87
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Subgraphs/concept_complete_subgraph.scs", "scs", 0, 51, 0, 0, 12, 63
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Subgraphs/concept_induced_subgraph.scs", "scs", 0, 77, 0, 0, 17, 94
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Subgraphs/concept_isometric_subgraph.scs", "scs", 0, 47, 0, 0, 12, 59
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Subgraphs/concept_subgraph.scs", "scs", 0, 119, 0, 0, 26, 145
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Subgraphs/concept_tightened_subgraph.scs", "scs", 0, 51, 0, 0, 12, 63
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Subgraphs/domain_subgraphs.scs", "scs", 0, 55, 0, 0, 11, 66
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Subgraphs/induced_subgraph.concept.yaml", "YAML", 56, 0, 0, 0, 4, 60
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Subgraphs/isometric_subgraph.concept.yaml", "YAML", 29, 0, 0, 0, 3, 32
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Subgraphs/subgraph.concept.yaml", "YAML", 84, 0, 0, 0, 7, 91
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Subgraphs/subgraphs.domain.yaml", "YAML", 17, 0, 0, 0, 5, 22
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/Subgraphs/tightened_subgraph.concept.yaml", "YAML", 33, 0, 0, 0, 3, 36
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/arc.concept.yaml", "YAML", 20, 0, 0, 0, 1, 21
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/bipartite_graph.concept.yaml", "YAML", 85, 0, 0, 0, 1, 86
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/complete_graph.concept.yaml", "YAML", 27, 0, 0, 0, 1, 28
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_arc.scs", "scs", 0, 31, 0, 0, 9, 40
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_bipartite_graph.scs", "scs", 0, 94, 0, 0, 19, 113
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_complete_graph.scs", "scs", 0, 46, 0, 0, 11, 57
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_directed_graph.scs", "scs", 0, 142, 0, 0, 31, 173
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_edge.scs", "scs", 0, 50, 0, 0, 11, 61
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_graph.scs", "scs", 0, 116, 0, 0, 21, 137
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_graph_structure.scs", "scs", 0, 102, 0, 0, 23, 125
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_network.scs", "scs", 0, 64, 0, 0, 15, 79
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_null_graph.scs", "scs", 0, 54, 0, 0, 12, 66
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_pseudograph.scs", "scs", 0, 86, 0, 0, 19, 105
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_regular_graph.scs", "scs", 0, 91, 0, 0, 21, 112
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_simple_graph.scs", "scs", 0, 52, 0, 0, 11, 63
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_supergraph.scs", "scs", 0, 97, 0, 0, 22, 119
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_undirected_graph.scs", "scs", 0, 78, 0, 0, 15, 93
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_unweighted_graph.scs", "scs", 0, 124, 0, 0, 32, 156
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_vertex.scs", "scs", 0, 97, 0, 0, 24, 121
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/concept_weighted_graph.scs", "scs", 0, 78, 0, 0, 19, 97
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/directed_graph.concept.yaml", "YAML", 104, 0, 0, 0, 2, 106
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/domain_graphs.scs", "scs", 0, 159, 0, 0, 14, 173
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/edge.concept.yaml", "YAML", 32, 0, 0, 0, 1, 33
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/graph.concept.yaml", "YAML", 98, 0, 0, 0, 1, 99
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/graph_structure.concept.yaml", "YAML", 94, 0, 0, 0, 2, 96
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/graphs.domain.yaml", "YAML", 56, 0, 0, 0, 7, 63
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/network.concept.yaml", "YAML", 56, 0, 0, 0, 1, 57
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/null_graph.concept.yaml", "YAML", 42, 0, 0, 0, 1, 43
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/pseudograph.concept.yaml", "YAML", 70, 0, 0, 0, 1, 71
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/regular_graph.concept.yaml", "YAML", 75, 0, 0, 0, 1, 76
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/simple_graph.concept.yaml", "YAML", 31, 0, 0, 0, 3, 34
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/supergraph.concept.yaml", "YAML", 69, 0, 0, 0, 1, 70
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/undirected_graph.concept.yaml", "YAML", 60, 0, 0, 0, 1, 61
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/unweighted_graph.concept.yaml", "YAML", 109, 0, 0, 0, 1, 110
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/vertex.concept.yaml", "YAML", 85, 0, 0, 0, 1, 86
"/mnt/dev/development/ostis/study/ostis/gt/Graphs/weighted_graph.concept.yaml", "YAML", 65, 0, 0, 0, 1, 66
"/mnt/dev/development/ostis/study/ostis/gt/README.md", "Markdown", 0, 0, 88, 0, 18, 106
"Total", "-", 11433, 16318, 102, 0, 4857, 32710